time_series,traffic_status,geometry
2023-02-08 08:00:00,0,"LINESTRING (46.7695538 24.7190167, 46.7697284 24.719129, 46.7699065 24.7192436, 46.7701574 24.719405)"
2023-02-08 10:00:00,2,"LINESTRING (24.8950773 46.9645144, 24.8949206 46.9643398)"
2023-02-08 11:00:00,2,"LINESTRING (24.7362403 46.7962479, 24.7351423 46.794486)"
2023-02-08 12:00:00,2,"LINESTRING (24.704389 46.7451073, 24.7042594 46.7449066)"
2023-02-08 13:00:00,2,"LINESTRING (24.7298546 46.7869226, 24.729936 46.7870376)"
2023-02-08 15:00:00,0,"LINESTRING (46.7962479 24.7362403, 46.794486 24.7351423)"
2023-02-08 16:00:00,2,"LINESTRING (24.8049337 46.8713201, 24.797926 46.8661527)"
2023-02-08 18:00:00,0,"LINESTRING (46.8210408 24.7510359, 46.8213226 24.7512112, 46.8221012 24.7516956, 46.8228415 24.7521562)"
2023-02-08 18:00:00,0,"LINESTRING (46.7826574 24.7277724, 46.7817048 24.7271786)"
2023-02-09 08:00:00,2,"LINESTRING (24.7580765 46.8320552, 24.7606992 46.8363134)"
2023-02-09 12:00:00,0,"LINESTRING (46.7593801 24.7133571, 46.7589852 24.7130531, 46.7584531 24.7126866)"
2023-02-09 14:00:00,0,"LINESTRING (46.8082198 24.7430529, 46.8085076 24.7432285, 46.8086465 24.7433133, 46.8094868 24.7438261)"
2023-02-09 15:00:00,0,"LINESTRING (46.8366861 24.7609373, 46.8375377 24.7613849, 46.837916 24.7615793, 46.8383645 24.7617392, 46.8387809 24.7618352, 46.8392614 24.7618773, 46.8397813 24.7618844, 46.8406496 24.7618803, 46.8414893 24.7618574, 46.8418707 24.7618262, 46.8424299 24.7617276)"
2023-02-09 16:00:00,0,"LINESTRING (46.8152622 24.7481664, 46.8138556 24.7472867)"
2023-02-09 19:00:00,2,"LINESTRING (24.7276334 46.7827603, 24.7259883 46.7801192)"
2023-02-09 21:00:00,2,"LINESTRING (24.6943417 46.7265025, 24.6939794 46.7244804)"
2023-02-09 22:00:00,2,"LINESTRING (24.7321653 46.7523533, 24.7318856 46.7524933)"
2023-02-09 23:00:00,0,"LINESTRING (46.6772623 24.6755463, 46.6771345 24.6755393, 46.6769882 24.6755313, 46.6767055 24.6755158, 46.6766881 24.6755148, 46.6761884 24.6754798, 46.6760352 24.6754488)"
2023-02-10 18:00:00,0,"LINESTRING (46.6810206 24.6761275, 46.6797573 24.6758662)"
2023-02-10 18:00:00,0,"LINESTRING (46.7671106 24.7181156, 46.7665055 24.7177406)"
2023-02-10 18:00:00,0,"LINESTRING (46.7561252 24.710734, 46.7563365 24.7107864, 46.7580174 24.7118167)"
2023-02-10 18:00:00,0,"LINESTRING (46.8327591 24.7590044, 46.8324978 24.7588418, 46.8317236 24.7583708)"
2023-02-10 19:00:00,1,"LINESTRING (46.7230646 24.6933745, 46.7231635 24.6933933)"
2023-02-10 22:00:00,0,"LINESTRING (46.7891187 24.731209, 46.7893827 24.7313713)"
2023-02-10 23:00:00,2,"LINESTRING (24.7302081 46.7864909, 24.7298931 46.7860209)"
2023-02-11 18:00:00,0,"LINESTRING (46.9791196 24.9079547, 46.9809733 24.9098901, 46.9820287 24.9113371, 46.9822104 24.9115862, 46.9911646 24.926081, 46.9924938 24.9288979)"
2023-02-11 18:00:00,0,"LINESTRING (46.7702765 24.7200638, 46.7697378 24.7197436)"
2023-02-11 18:00:00,0,"LINESTRING (46.7647956 24.7160482, 46.7665862 24.7171224)"
2023-02-11 19:00:00,2,"LINESTRING (24.8094044 46.8748356, 24.8099329 46.8752249)"
2023-02-11 20:00:00,0,"LINESTRING (46.8240003 24.7535743, 46.8223084 24.7525319, 46.8210734 24.7517711, 46.8206516 24.7515112)"
2023-02-11 20:00:00,0,"LINESTRING (46.6789503 24.6752824, 46.6796404 24.6754022, 46.6800193 24.6754698)"
2023-02-11 21:00:00,2,"LINESTRING (24.6757828 46.6813645, 24.6758238 46.6815619)"
2023-02-11 21:00:00,2,"LINESTRING (24.7259863 46.7554349, 24.7249399 46.7559969)"
2023-02-11 22:00:00,0,"LINESTRING (46.7869226 24.7298546, 46.7870376 24.729936)"
2023-02-11 23:00:00,0,"LINESTRING (46.68332 24.6766588, 46.6828645 24.6765196)"
2023-02-12 08:00:00,0,"LINESTRING (46.695698 24.6817994, 46.6948458 24.6814261, 46.69415592971527 24.681143)"
2023-02-12 08:00:00,0,"LINESTRING (46.7704016 24.7201548, 46.7702765 24.7200638)"
2023-02-12 09:00:00,2,"LINESTRING (24.9296778 46.9926885, 24.9295898 46.9926506)"
2023-02-12 09:00:00,2,"LINESTRING (24.7321653 46.7523533, 24.7318856 46.7524933)"
2023-02-12 11:00:00,2,"LINESTRING (24.6934046 46.723214, 24.6934163 46.7233137)"
2023-02-12 12:00:00,0,"LINESTRING (46.9924938 24.9288979, 46.9927828 24.9295501)"
2023-02-12 12:00:00,0,"LINESTRING (46.7584531 24.7126866, 46.7583241 24.7126064)"
2023-02-13 08:00:00,0,"LINESTRING (46.8601056 24.7894372, 46.8603063 24.7897326, 46.8604087 24.7898833, 46.8604728 24.7899776, 46.8604849 24.7899939, 46.8606239 24.7901804, 46.8617958 24.7917539)"
2023-02-13 10:00:00,0,"LINESTRING (46.8839827 24.8219226, 46.8842228 24.8222505, 46.885413 24.8238765)"
2023-02-13 12:00:00,0,"LINESTRING (46.8047171 24.7415032, 46.8046058 24.7414341, 46.8043214 24.7412575, 46.80388 24.7409835, 46.8035749 24.740794, 46.8035137 24.740756)"
2023-02-13 12:00:00,0,"LINESTRING (46.8358641 24.7610097, 46.8347089 24.7602636, 46.8346673 24.7602368, 46.8342655 24.7599773, 46.8342167 24.7599458)"
2023-02-13 13:00:00,2,"LINESTRING (24.7223769 46.7739912, 24.7219463 46.7733001)"
2023-02-13 14:00:00,2,"LINESTRING (24.6932111 46.7223672, 24.6933745 46.7230646)"
2023-02-13 15:00:00,2,"LINESTRING (24.7894372 46.8601056, 24.7897326 46.8603063)"
2023-02-14 09:00:00,2,"LINESTRING (24.7600199 46.8450497, 24.7601354 46.8450296)"
2023-02-14 12:00:00,0,"LINESTRING (46.7817024 24.7266145, 46.7825465 24.7271397, 46.7828053 24.7272946, 46.7833585 24.7276425)"
2023-02-15 07:00:00,2,"LINESTRING (24.8049337 46.8713201, 24.797926 46.8661527)"
2023-02-15 15:00:00,2,"LINESTRING (24.6751509 46.6696712, 24.6751903 46.6692577)"
2023-02-15 16:00:00,2,"LINESTRING (24.7300807 46.7872727, 24.7302447 46.7875051)"
2023-02-16 22:00:00,2,"LINESTRING (24.6983423 46.7362218, 24.6970308 46.7342681)"
2023-02-16 23:00:00,2,"LINESTRING (24.7187614 46.7681528, 24.7181156 46.7671106)"
2023-02-17 18:00:00,2,"LINESTRING (24.7572576 46.8300085, 24.7572075 46.8299336)"
2023-02-17 19:00:00,0,"LINESTRING (46.7497336 24.7073087, 46.7493397 24.7070593)"
2023-02-17 19:00:00,0,"LINESTRING (46.6849048 24.6774167, 46.6838803 24.6770039)"
2023-02-17 19:00:00,0,"LINESTRING (46.6819946 24.6763988, 46.6810206 24.6761275)"
2023-02-17 21:00:00,2,"LINESTRING (24.7430529 46.8082198, 24.7432285 46.8085076)"
2023-02-17 23:00:00,0,"LINESTRING (46.7911527 24.7328607, 46.7870542 24.7303079, 46.7868686 24.7301923, 46.7827603 24.7276334)"
2023-02-17 23:00:00,0,"LINESTRING (46.7768626 24.6814947, 46.7769038 24.6812675, 46.7769629 24.6809426, 46.7771546 24.6798872)"
2023-02-18 18:00:00,2,"LINESTRING (24.7459766 46.8129017, 24.7467318 46.8141511)"
2023-02-18 18:00:00,2,"LINESTRING (24.7124362 46.7591989, 24.7124986 46.759525)"
2023-02-18 21:00:00,0,"LINESTRING (46.7968317 24.7359644, 46.7984679 24.7369992)"
2023-02-18 22:00:00,0,"LINESTRING (46.6800193 24.6754698, 46.6800979 24.6754803, 46.6810279 24.6756881)"
2023-02-18 22:00:00,0,"LINESTRING (46.7857863 24.7291443, 46.786262 24.7294407)"
2023-02-19 10:00:00,2,"LINESTRING (24.7113277 46.7630161, 24.711251 46.7631557)"
2023-02-19 15:00:00,0,"LINESTRING (46.8375191 24.7674617, 46.8374527 24.7670968, 46.8372897 24.7659358, 46.8373164 24.7653596, 46.8373552 24.7651041, 46.8375064 24.76433, 46.8375902 24.7639375, 46.8376351 24.7636286, 46.8376528 24.7634104, 46.837628 24.7631239, 46.837592 24.7629363, 46.8375473 24.7627894, 46.8374936 24.7626246, 46.8374205 24.762479, 46.8373105 24.7622647, 46.8371756 24.7620689, 46.837045 24.7618974, 46.8369046 24.7617515, 46.8367773 24.761629, 46.8364651 24.7613996, 46.8361397 24.7611976, 46.8360364 24.7611368)"
2023-02-19 16:00:00,0,"LINESTRING (46.8320552 24.7580765, 46.8363134 24.7606992, 46.8366861 24.7609373)"
2023-02-19 16:00:00,0,"LINESTRING (46.5845067 24.63422, 46.5839038 24.6333761)"
2023-02-19 16:00:00,0,"LINESTRING (46.7869226 24.7298546, 46.7870376 24.729936)"
2023-02-19 17:00:00,2,"LINESTRING (24.7340391 46.7936255, 24.7343353 46.794121)"
2023-02-19 18:00:00,0,"LINESTRING (46.8906499 24.8313153, 46.8883288 24.828177)"
2023-02-20 06:00:00,2,"LINESTRING (24.7246581 46.777662, 24.7244286 46.7772938)"
2023-02-20 07:00:00,0,"LINESTRING (46.7875051 24.7302447, 46.7885666 24.7308791)"
2023-02-20 13:00:00,0,"LINESTRING (46.7898362 24.7322478, 46.7897193 24.7321749, 46.7892511 24.731883)"
2023-02-20 15:00:00,0,"LINESTRING (46.7840364 24.7286321, 46.7837454 24.7284507)"
2023-02-20 16:00:00,0,"LINESTRING (46.7583241 24.7126064, 46.7578008 24.7122812, 46.7567208 24.7116006)"
2023-02-20 17:00:00,2,"LINESTRING (24.7266145 46.7817024, 24.7271397 46.7825465)"
2023-02-21 06:00:00,1,"LINESTRING (46.7531243 24.7306249, 46.7534523 24.729963)"
2023-02-21 09:00:00,0,"LINESTRING (46.8314839 24.7575505, 46.8317116 24.7576775, 46.8320763 24.7578809)"
2023-02-21 11:00:00,2,"LINESTRING (24.7572576 46.8300085, 24.7572075 46.8299336)"
2023-02-21 12:00:00,0,"LINESTRING (46.7731132 24.7216126, 46.7678352 24.7183657)"
2023-02-21 12:00:00,0,"LINESTRING (46.6789503 24.6752824, 46.6796404 24.6754022, 46.6800193 24.6754698)"
2023-02-21 14:00:00,2,"LINESTRING (24.7632131 46.8444735, 24.7633407 46.8444814)"
2023-02-21 15:00:00,2,"LINESTRING (24.7227905 46.7746551, 24.7223769 46.7739912)"
2023-02-21 18:00:00,0,"LINESTRING (46.7865408 24.7302352, 46.7864909 24.7302081)"
2023-02-22 10:00:00,2,"LINESTRING (24.6926502 46.7188379, 24.692502 46.7182331)"
2023-02-22 16:00:00,1,"LINESTRING (46.731106 24.6957527, 46.7309204 24.6954176, 46.7305308 24.6951512)"
2023-02-22 16:00:00,1,"LINESTRING (46.7736465 24.7215508, 46.7737987 24.721639)"
2023-02-23 06:00:00,2,"LINESTRING (24.7029926 46.7429787, 24.702874 46.7427971)"
2023-02-23 12:00:00,0,"LINESTRING (46.7900621 24.7323861, 46.7900204 24.7323626, 46.7898362 24.7322478)"
2023-02-24 18:00:00,0,"LINESTRING (46.8135604 24.747102, 46.8121171 24.7461853)"
2023-02-24 18:00:00,0,"LINESTRING (46.7561252 24.710734, 46.7563365 24.7107864, 46.7580174 24.7118167)"
2023-02-24 20:00:00,1,"LINESTRING (46.7539829 24.7099093, 46.7532439 24.709438, 46.7530625 24.7093262)"
2023-02-24 21:00:00,2,"LINESTRING (24.6333761 46.5839038, 24.6311284 46.5822982)"
2023-02-25 20:00:00,0,"LINESTRING (46.6797573 24.6758662, 46.6791464 24.6757405, 46.6788622 24.6757015)"
2023-02-25 21:00:00,2,"LINESTRING (24.815815 46.8795186, 24.8161377 46.8797531)"
2023-02-25 22:00:00,0,"LINESTRING (46.6838803 24.6770039, 46.6832827 24.6767807, 46.6826581 24.6765885)"
2023-02-25 22:00:00,0,"LINESTRING (46.7867203 24.7297263, 46.7868907 24.7298325, 46.7869226 24.7298546)"
2023-02-25 23:00:00,1,"LINESTRING (46.7559969 24.7249399, 46.7563087 24.7243373)"
2023-02-26 07:00:00,2,"LINESTRING (24.7580765 46.8320552, 24.7606992 46.8363134)"
2023-02-26 09:00:00,0,"LINESTRING (46.7546744 24.7275096, 46.7549399 24.7269779)"
2023-02-26 10:00:00,2,"LINESTRING (24.710734 46.7561252, 24.7107864 46.7563365)"
2023-02-26 13:00:00,2,"LINESTRING (24.6548183 46.6009414, 24.6543462 46.6002025)"
2023-02-26 15:00:00,2,"LINESTRING (24.7181156 46.7671106, 24.7177406 46.7665055)"
2023-02-26 16:00:00,2,"LINESTRING (24.7269779 46.7549399, 24.7268346 46.7550114)"
2023-02-26 16:00:00,2,"LINESTRING (24.6752045 46.6710126, 24.6751882 46.6705576)"
2023-02-26 18:00:00,2,"LINESTRING (24.7266145 46.7817024, 24.7271397 46.7825465)"
2023-02-27 06:00:00,2,"LINESTRING (24.7212448 46.7731961, 24.7215508 46.7736465)"
2023-02-27 07:00:00,2,"LINESTRING (24.6951512 46.7305308, 24.6951313 46.7304005)"
2023-02-27 08:00:00,0,"LINESTRING (46.8228415 24.7521562, 46.8229367 24.7522154)"
2023-02-27 12:00:00,2,"LINESTRING (24.635311 46.5857136, 24.6355925 46.58592)"
2023-02-27 16:00:00,2,"LINESTRING (24.7116006 46.7567208, 24.7114103 46.756423)"
2023-02-28 06:00:00,2,"LINESTRING (24.7568139 46.8303696, 24.756919 46.8305285)"
2023-02-28 07:00:00,2,"LINESTRING (24.738649 46.8001263, 24.7385427 46.7999545)"
2023-02-28 09:00:00,2,"LINESTRING (24.6973379 46.7720272, 24.6958835 46.7725792)"
2023-02-28 11:00:00,0,"LINESTRING (46.7826574 24.7277724, 46.7817048 24.7271786)"
2023-02-28 11:00:00,0,"LINESTRING (46.7782849 24.7244933, 46.7785415 24.7246525, 46.7786968 24.7247489)"
2023-02-28 15:00:00,0,"LINESTRING (46.6800193 24.6754698, 46.6800979 24.6754803, 46.6810279 24.6756881)"
2023-02-28 15:00:00,0,"LINESTRING (46.6876042 24.6796881, 46.6875631 24.6794866, 46.6874851 24.6793002)"
2023-02-28 18:00:00,2,"LINESTRING (24.7030682 46.7693163, 24.7028533 46.7694556)"
2023-03-01 07:00:00,2,"LINESTRING (24.6957527 46.731106, 24.6954176 46.7309204)"
2023-03-01 12:00:00,2,"LINESTRING (24.7269779 46.7549399, 24.7268346 46.7550114)"
2023-03-01 14:00:00,0,"LINESTRING (46.8260249 24.7548037, 46.8255382 24.7545188, 46.825448 24.7544634)"
2023-03-01 15:00:00,0,"LINESTRING (46.8748356 24.8094044, 46.8752249 24.8099329)"
2023-03-01 17:00:00,2,"LINESTRING (24.6758238 46.6815619, 24.675941 46.6820274)"
2023-03-01 17:00:00,2,"LINESTRING (24.7302447 46.7875051, 24.7308791 46.7885666)"
2023-03-02 10:00:00,0,"LINESTRING (46.69442614207436 24.681143, 46.6952966 24.6815066, 46.6954633 24.6815474)"
2023-03-02 12:00:00,2,"LINESTRING (24.704389 46.7451073, 24.7042594 46.7449066)"
2023-03-02 13:00:00,2,"LINESTRING (24.7035971 46.7689574, 24.7033757 46.7691123)"
2023-03-02 13:00:00,2,"LINESTRING (24.7120051 46.7579124, 24.7120509 46.7579949)"
2023-03-02 14:00:00,2,"LINESTRING (24.7380373 46.7991408, 24.7374375 46.7981766)"
2023-03-02 14:00:00,2,"LINESTRING (24.6936424 46.7245222, 24.6938199 46.7256724)"
2023-03-02 20:00:00,2,"LINESTRING (24.7276334 46.7827603, 24.7259883 46.7801192)"
2023-03-02 20:00:00,2,"LINESTRING (24.7392445 46.7476884, 24.7393322 46.7478849)"
2023-03-03 20:00:00,2,"LINESTRING (24.7070593 46.7493397, 24.7064973 46.7484521)"
2023-03-03 22:00:00,0,"LINESTRING (46.7817024 24.7266145, 46.7825465 24.7271397, 46.7828053 24.7272946, 46.7833585 24.7276425)"
2023-03-04 19:00:00,1,"LINESTRING (46.8452801 24.7694523, 46.8456904 24.7700029, 46.8476768 24.7728471)"
2023-03-04 20:00:00,0,"LINESTRING (46.8348447 24.7595174, 46.8355431 24.7599274)"
2023-03-04 20:00:00,0,"LINESTRING (46.7903348 24.7319722, 46.7904757 24.732059, 46.7909474 24.7323558)"
2023-03-04 22:00:00,2,"LINESTRING (24.7328607 46.7911527, 24.7303079 46.7870542)"
2023-03-04 23:00:00,2,"LINESTRING (24.7340391 46.7936255, 24.7343353 46.794121)"
2023-03-04 23:00:00,2,"LINESTRING (24.6937119 46.7230392, 24.6935089 46.7221931)"
2023-03-05 06:00:00,0,"LINESTRING (46.6748979 24.6754285, 46.6731207 24.6753503)"
2023-03-05 08:00:00,2,"LINESTRING (24.7253909 46.7788373, 24.7246581 46.777662)"
2023-03-05 18:00:00,2,"LINESTRING (24.7247489 46.7786968, 24.7247768 46.7787417)"
2023-03-06 06:00:00,2,"LINESTRING (24.8219226 46.8839827, 24.8222505 46.8842228)"
2023-03-06 07:00:00,2,"LINESTRING (24.6756102 46.6780294, 24.6755463 46.6772623)"
2023-03-06 08:00:00,0,"LINESTRING (46.7567208 24.7116006, 46.756423 24.7114103)"
2023-03-06 09:00:00,0,"LINESTRING (46.8233101 24.7526517, 46.8310777 24.7574744, 46.8320552 24.7580765)"
2023-03-06 10:00:00,2,"LINESTRING (24.7595174 46.8348447, 24.7599274 46.8355431)"
2023-03-06 17:00:00,0,"LINESTRING (46.7630161 24.7113277, 46.7631557 24.711251, 46.7634132 24.7110873, 46.7636792 24.7109158, 46.7639625 24.7106506, 46.7641856 24.7103388, 46.7644123 24.7100184)"
2023-03-07 06:00:00,2,"LINESTRING (24.7815634 46.8539308, 24.7777783 46.8511803)"
2023-03-07 08:00:00,0,"LINESTRING (46.8152622 24.7481664, 46.8138556 24.7472867)"
2023-03-07 13:00:00,0,"LINESTRING (46.7579124 24.7120051, 46.7579949 24.7120509)"
2023-03-07 15:00:00,2,"LINESTRING (24.6926502 46.7188379, 24.692502 46.7182331)"
2023-03-08 15:00:00,0,"LINESTRING (46.7837454 24.7284507, 46.7836566 24.7283953, 46.783304 24.7281755, 46.7829627 24.7279627, 46.7826574 24.7277724)"
2023-03-08 18:00:00,2,"LINESTRING (24.7583708 46.8317236, 24.757789 46.8308202)"
2023-03-09 07:00:00,0,"LINESTRING (46.8847019 24.8232319, 46.8838151 24.8220204)"
2023-03-09 08:00:00,2,"LINESTRING (24.7118167 46.7580174, 24.7121945 46.7586925)"
2023-03-09 12:00:00,2,"LINESTRING (24.7430529 46.8082198, 24.7432285 46.8085076)"
2023-03-09 13:00:00,2,"LINESTRING (24.70902 46.7525796, 24.7089652 46.7524941)"
2023-03-09 15:00:00,0,"LINESTRING (46.6834978 24.6764012, 46.6839201 24.6765555)"
2023-03-09 16:00:00,0,"LINESTRING (46.7786968 24.7247489, 46.7787417 24.7247768, 46.7788934 24.724871, 46.7789504 24.7249064, 46.7802844 24.7257344, 46.7806949 24.7259892)"
2023-03-09 20:00:00,2,"LINESTRING (24.7358802 46.796706, 24.7359644 46.7968317)"
2023-03-09 22:00:00,2,"LINESTRING (24.7304747 46.7869497, 24.7303579 46.7867668)"
2023-03-09 22:00:00,2,"LINESTRING (24.7115174 46.7626711, 24.7113277 46.7630161)"
2023-03-09 22:00:00,2,"LINESTRING (24.7322478 46.7898362, 24.7321749 46.7897193)"
2023-03-10 21:00:00,2,"LINESTRING (24.6756881 46.6810279, 24.6757828 46.6813645)"
2023-03-10 23:00:00,0,"LINESTRING (46.7857863 24.7291443, 46.786262 24.7294407)"
2023-03-11 18:00:00,2,"LINESTRING (24.7642806 46.8406667, 24.7642405 46.8406273)"
2023-03-11 19:00:00,2,"LINESTRING (24.6766588 46.68332, 24.6765196 46.6828645)"
2023-03-11 22:00:00,2,"LINESTRING (24.7784276 46.8312644, 24.7774477 46.8318175)"
2023-03-12 09:00:00,0,"LINESTRING (46.7580939 24.7207035, 46.7584359 24.7200631)"
2023-03-12 10:00:00,0,"LINESTRING (46.7840364 24.7286321, 46.7837454 24.7284507)"
2023-03-12 16:00:00,2,"LINESTRING (24.6546772 46.601173, 24.6551033 46.6018107)"
2023-03-12 17:00:00,0,"LINESTRING (46.8423503 24.7657885, 46.8428258 24.7663205, 46.8435339 24.7671388, 46.8437139 24.7673713, 46.8438463 24.7675424, 46.8442957 24.7681228, 46.8449501 24.7690093, 46.8452801 24.7694523)"
2023-03-13 11:00:00,0,"LINESTRING (46.8178191 24.749641, 46.8164546 24.7488848)"
2023-03-13 13:00:00,0,"LINESTRING (46.8365492 24.7605217, 46.8366535 24.7605849)"
2023-03-14 12:00:00,0,"LINESTRING (46.601173 24.6546772, 46.6018107 24.6551033, 46.6036013 24.6562692, 46.6045451 24.6569258, 46.6074443 24.6587547, 46.6091327 24.6597335, 46.615242 24.6634101)"
2023-03-14 13:00:00,2,"LINESTRING (24.7201548 46.7704016, 24.7200638 46.7702765)"
2023-03-14 14:00:00,0,"LINESTRING (46.695698 24.6817994, 46.6948458 24.6814261, 46.69415592971527 24.681143)"
2023-03-15 07:00:00,2,"LINESTRING (24.741692 46.8059981, 24.741955 46.8064335)"
2023-03-15 09:00:00,0,"LINESTRING (46.8632825 24.7937287, 46.864223 24.7949994, 46.8643544 24.7951769)"
2023-03-15 18:00:00,2,"LINESTRING (24.7246581 46.777662, 24.7244286 46.7772938)"
2023-03-16 09:00:00,2,"LINESTRING (24.7894372 46.8601056, 24.7897326 46.8603063)"
2023-03-16 16:00:00,2,"LINESTRING (24.7526517 46.8233101, 24.7574744 46.8310777)"
2023-03-16 18:00:00,2,"LINESTRING (24.710734 46.7561252, 24.7107864 46.7563365)"
2023-03-16 20:00:00,0,"LINESTRING (46.6826581 24.6765885, 46.6819946 24.6763988)"
2023-03-16 21:00:00,0,"LINESTRING (46.7910191 24.7329848, 46.7908391 24.7328775, 46.7900621 24.7323861)"
2023-03-16 21:00:00,0,"LINESTRING (46.7730454 24.6946562, 46.7731159 24.6944968)"
2023-03-17 19:00:00,2,"LINESTRING (24.731883 46.7892511, 24.7318131 46.789139)"
2023-03-17 22:00:00,2,"LINESTRING (24.7294407 46.786262, 24.7297036 46.7866839)"
2023-03-18 19:00:00,2,"LINESTRING (24.674298 46.63846, 24.6738612 46.6381682)"
2023-03-18 20:00:00,1,"LINESTRING (46.7720505 24.7211766, 46.7715451 24.7208851, 46.7713617 24.720768, 46.7710491 24.7205683, 46.7704016 24.7201548)"
2023-03-18 22:00:00,2,"LINESTRING (24.7545295 46.8266781, 24.7548631 46.8272128)"
2023-03-19 06:00:00,2,"LINESTRING (24.7207035 46.7580939, 24.7200631 46.7584359)"
2023-03-19 08:00:00,0,"LINESTRING (46.8314839 24.7575505, 46.8317116 24.7576775, 46.8320763 24.7578809)"
2023-03-19 11:00:00,0,"LINESTRING (46.8266781 24.7545295, 46.8272128 24.7548631, 46.8282354 24.7555013, 46.8285164 24.7556766)"
2023-03-20 08:00:00,2,"LINESTRING (24.6341202 46.5848382, 24.6347986 46.585338)"
2023-03-20 09:00:00,0,"LINESTRING (46.7898362 24.7322478, 46.7897193 24.7321749, 46.7892511 24.731883)"
2023-03-20 12:00:00,2,"LINESTRING (24.7160482 46.7647956, 24.7171224 46.7665862)"
2023-03-20 16:00:00,0,"LINESTRING (46.7807731 24.7265977, 46.7798137 24.7259995)"
2023-03-20 17:00:00,0,"LINESTRING (46.6772623 24.6755463, 46.6771345 24.6755393, 46.6769882 24.6755313, 46.6767055 24.6755158, 46.6766881 24.6755148, 46.6761884 24.6754798, 46.6760352 24.6754488)"
2023-03-20 17:00:00,0,"LINESTRING (46.7910191 24.7329848, 46.7908391 24.7328775, 46.7900621 24.7323861)"
2023-03-20 17:00:00,0,"LINESTRING (46.7691392 24.7033338, 46.7693163 24.7030682)"
2023-03-20 18:00:00,2,"LINESTRING (24.704106 46.7446744, 24.7036308 46.7439347)"
2023-03-20 18:00:00,2,"LINESTRING (24.7269779 46.7549399, 24.7268346 46.7550114)"
2023-03-21 07:00:00,0,"LINESTRING (46.7786968 24.7247489, 46.7787417 24.7247768, 46.7788934 24.724871, 46.7789504 24.7249064, 46.7802844 24.7257344, 46.7806949 24.7259892)"
2023-03-21 07:00:00,0,"LINESTRING (46.7935092 24.7339677, 46.7935704 24.7340063, 46.7936255 24.7340391)"
2023-03-21 08:00:00,2,"LINESTRING (24.6687947 46.6264144, 24.6684288 46.6252143)"
2023-03-21 08:00:00,2,"LINESTRING (24.7502336 46.8187545, 24.749641 46.8178191)"
2023-03-21 11:00:00,2,"LINESTRING (24.9401593 46.9973197, 24.9392154 46.9966193)"
2023-03-21 15:00:00,2,"LINESTRING (24.7448405 46.811149, 24.7448846 46.8112141)"
2023-03-21 16:00:00,0,"LINESTRING (46.7681528 24.7187614, 46.7671106 24.7181156)"
2023-03-22 07:00:00,0,"LINESTRING (46.7900621 24.7323861, 46.7900204 24.7323626, 46.7898362 24.7322478)"
2023-03-22 09:00:00,0,"LINESTRING (46.7746551 24.7227905, 46.7739912 24.7223769)"
2023-03-22 14:00:00,2,"LINESTRING (24.7828004 46.8548477, 24.7818508 46.8541396)"
2023-03-22 14:00:00,2,"LINESTRING (24.7093262 46.7530625, 24.70902 46.7525796)"
2023-03-22 14:00:00,2,"LINESTRING (24.6333761 46.5839038, 24.6311284 46.5822982)"
2023-03-22 15:00:00,0,"LINESTRING (46.7772938 24.7244286, 46.7769801 24.724233, 46.7765161 24.7239437, 46.7764595 24.7239086)"
2023-03-22 16:00:00,0,"LINESTRING (46.7268586 24.6940338, 46.7280337 24.6942482)"
2023-03-22 16:00:00,0,"LINESTRING (46.8839827 24.8219226, 46.8842228 24.8222505, 46.885413 24.8238765)"
2023-03-22 18:00:00,2,"LINESTRING (24.6817797 46.6960111, 24.682615 46.6980097)"
2023-03-22 18:00:00,2,"LINESTRING (24.741692 46.8059981, 24.741955 46.8064335)"
2023-03-23 06:00:00,2,"LINESTRING (24.7033338 46.7691392, 24.7030682 46.7693163)"
2023-03-23 08:00:00,2,"LINESTRING (24.7728471 46.8476768, 24.7731853 46.8479083)"
2023-03-23 14:00:00,2,"LINESTRING (24.7208351 46.7580295, 24.7207035 46.7580939)"
2023-03-23 14:00:00,2,"LINESTRING (24.6546772 46.601173, 24.6551033 46.6018107)"
2023-03-23 17:00:00,2,"LINESTRING (24.7126064 46.7583241, 24.7122812 46.7578008)"
2023-03-23 17:00:00,2,"LINESTRING (24.7392445 46.7476884, 24.7393322 46.7478849)"
2023-03-23 18:00:00,2,"LINESTRING (24.8153841 46.8789624, 24.8152779 46.8788832)"
2023-03-23 23:00:00,0,"LINESTRING (46.7782849 24.7244933, 46.7785415 24.7246525, 46.7786968 24.7247489)"
2023-03-23 23:00:00,0,"LINESTRING (46.7984679 24.7369992, 46.7995113 24.7376591)"
2023-03-24 18:00:00,0,"LINESTRING (46.793866 24.7347559, 46.7927293 24.7340487)"
2023-03-24 18:00:00,0,"LINESTRING (46.771079 24.7199749, 46.7711718 24.7200323, 46.7719572 24.7205181, 46.7722104 24.720659)"
2023-03-24 20:00:00,0,"LINESTRING (46.6789503 24.6752824, 46.6796404 24.6754022, 46.6800193 24.6754698)"
2023-03-24 20:00:00,0,"LINESTRING (46.7708077 24.7002114, 46.7708718 24.7000773, 46.7712667 24.6991806, 46.7715587 24.6984731)"
2023-03-24 22:00:00,0,"LINESTRING (46.8376446 24.7682321, 46.8376458 24.7681586, 46.8375191 24.7674617)"
